
Episode Report #1 -------
EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	  ROUND	 g-fps	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	
 311926		    796 	  527.0	   290.000	  15.4	   21.5	   43.6	    796	  76.8	 311926	  0.903	   39.5	    0.7	  76731 	 5.64e-002 	 1.00e-004 	 2.571 	 66.3% 	 13.1 	 10.1 	 2.2 	 258.5 	
 312400		    797 	  474.0	   230.000	  15.4	   21.3	   43.4	    797	  77.2	 312400	  0.899	   40.5	    0.7	  76849 	 5.64e-002 	 9.47e-005 	 2.572 	 64.9% 	 12.8 	 10.2 	 2.2 	 258.0 	
 312645		    798 	  245.0	   155.000	  15.5	   21.8	   43.1	    798	  76.9	 312645	  0.906	   39.4	    0.7	  76911 	 5.64e-002 	 1.09e-004 	 2.572 	 66.8% 	 12.9 	 10.2 	 2.1 	 257.9 	
 312949		    799 	  304.0	   210.000	  15.4	   21.0	   43.7	    799	  76.8	 312949	  0.911	   39.9	    0.7	  76987 	 5.65e-002 	 9.36e-005 	 2.554 	 67.3% 	 13.0 	 10.4 	 2.2 	 258.5 	
 313395		    800 	  446.0	   315.000	  14.3	   22.4	   47.0	    800	  71.7	 313395	  0.901	   43.3	    0.7	  77098 	 5.65e-002 	 8.00e-005 	 2.336 	 67.4% 	 13.5 	 10.8 	 2.2 	 276.8 	
 313743		    801 	  348.0	   140.000	  15.2	   20.8	   45.0	    801	  76.0	 313743	  0.894	   41.5	    0.7	  77185 	 5.65e-002 	 1.18e-004 	 2.339 	 68.6% 	 12.8 	 10.1 	 2.5 	 261.5 	
 314258		    802 	  515.0	   375.000	  15.4	   19.4	   45.6	    802	  76.9	 314258	  0.924	   42.2	    0.8	  77314 	 5.66e-002 	 9.38e-005 	 2.443 	 67.1% 	 12.9 	 10.4 	 2.3 	 258.6 	
 314523		    803 	  265.0	   165.000	  15.2	   23.2	   42.3	    803	  76.1	 314523	  0.932	   40.1	    0.7	  77380 	 5.66e-002 	 9.53e-005 	 2.777 	 67.4% 	 13.1 	 10.2 	 2.1 	 260.0 	
 314758		    804 	  235.0	   120.000	  15.6	   21.7	   42.5	    804	  77.8	 314758	  0.885	   39.3	    0.7	  77439 	 5.66e-002 	 7.93e-005 	 2.661 	 68.1% 	 13.2 	 10.0 	 2.5 	 254.1 	
 314957		    805 	  199.0	    70.000	  15.2	   21.5	   43.3	    805	  76.8	 314957	  0.894	   39.4	    0.7	  77489 	 5.66e-002 	 6.08e-005 	 2.501 	 66.9% 	 13.1 	 10.3 	 2.3 	 259.1 	
 315705		    806 	  748.0	   575.000	  15.6	   21.2	   42.4	    806	  78.2	 315705	  0.889	   39.2	    0.7	  77676 	 5.67e-002 	 1.12e-004 	 2.461 	 66.9% 	 12.9 	 9.7 	 2.2 	 254.2 	
 316090		    807 	  385.0	   225.000	  15.7	   21.0	   42.5	    807	  78.0	 316090	  0.894	   39.0	    0.7	  77772 	 5.67e-002 	 5.73e-005 	 2.570 	 66.2% 	 12.9 	 9.5 	 2.4 	 253.3 	
 316524		    808 	  434.0	   365.000	  15.0	   18.5	   47.9	    808	  75.3	 316524	  0.866	   44.0	    0.7	  77880 	 5.68e-002 	 8.67e-005 	 2.798 	 66.6% 	 12.9 	 9.6 	 2.2 	 264.8 	
 316748		    809 	  224.0	   140.000	  15.6	   19.9	   43.8	    809	  78.4	 316748	  0.924	   40.1	    0.6	  77936 	 5.68e-002 	 7.55e-005 	 2.407 	 65.0% 	 12.6 	 9.9 	 2.1 	 254.2 	
 317237		    810 	  489.0	   285.000	  14.4	   22.6	   46.6	    810	  72.2	 317237	  0.912	   42.3	    0.7	  78059 	 5.68e-002 	 7.73e-005 	 2.709 	 66.8% 	 13.4 	 10.5 	 2.3 	 276.2 	
 317444		    811 	  207.0	    50.000	  15.7	   21.3	   41.4	    811	  78.5	 317444	  0.923	   38.4	    0.7	  78110 	 5.68e-002 	 7.24e-005 	 2.377 	 68.5% 	 12.7 	 9.3 	 2.3 	 252.3 	
 317841		    812 	  397.0	   285.000	  13.2	   24.6	   51.1	    812	  66.0	 317841	  0.887	   46.7	    0.7	  78210 	 5.69e-002 	 7.51e-005 	 2.507 	 67.0% 	 13.5 	 11.3 	 2.5 	 301.2 	
 318254		    813 	  413.0	   260.000	  15.8	   21.1	   41.8	    813	  79.1	 318254	  0.877	   38.3	    0.6	  78313 	 5.69e-002 	 7.96e-005 	 2.521 	 67.3% 	 12.9 	 9.1 	 2.3 	 251.0 	
 318627		    814 	  373.0	   225.000	  15.8	   20.8	   42.3	    814	  79.1	 318627	  0.890	   37.7	    0.7	  78406 	 5.69e-002 	 1.32e-004 	 2.735 	 67.1% 	 12.9 	 10.0 	 2.2 	 251.7 	
 319031		    815 	  404.0	   260.000	  15.8	   21.2	   42.2	    815	  78.8	 319031	  0.891	   38.5	    0.7	  78507 	 5.70e-002 	 1.05e-004 	 2.501 	 65.6% 	 12.9 	 9.9 	 2.2 	 252.8 	
 319472		    816 	  441.0	   230.000	  15.7	   20.1	   43.3	    816	  78.7	 319472	  0.905	   39.2	    0.7	  78617 	 5.70e-002 	 1.12e-004 	 2.566 	 66.2% 	 12.7 	 9.9 	 2.3 	 252.8 	
 319854		    817 	  382.0	   250.000	  15.7	   19.5	   44.4	    817	  78.2	 319854	  0.903	   40.0	    0.7	  78713 	 5.70e-002 	 9.14e-005 	 2.416 	 66.2% 	 12.7 	 9.6 	 2.4 	 254.1 	
 320387		    818 	  533.0	   245.000	  15.6	   19.5	   44.2	    818	  78.3	 320387	  0.899	   41.2	    0.7	  78846 	 5.71e-002 	 8.10e-005 	 2.520 	 65.2% 	 12.6 	 9.6 	 2.3 	 254.1 	
 320848		    819 	  461.0	   195.000	  15.4	   21.4	   43.4	    819	  77.1	 320848	  0.874	   40.0	    0.7	  78961 	 5.71e-002 	 1.03e-004 	 2.457 	 66.3% 	 12.9 	 9.6 	 2.3 	 258.0 	
 321255		    820 	  407.0	   290.000	  15.7	   20.9	   42.7	    820	  78.5	 321255	  0.899	   38.6	    0.6	  79063 	 5.72e-002 	 8.89e-005 	 2.643 	 64.9% 	 12.8 	 10.0 	 2.1 	 253.3 	
 321783		    821 	  528.0	   270.000	  15.8	   20.0	   43.1	    821	  79.2	 321783	  0.911	   38.8	    0.6	  79195 	 5.72e-002 	 1.14e-004 	 2.563 	 64.8% 	 12.7 	 10.2 	 2.2 	 251.7 	
 322309		    822 	  526.0	   345.000	  14.6	   23.0	   45.5	    822	  73.0	 322309	  0.897	   41.6	    0.6	  79327 	 5.72e-002 	 9.82e-005 	 2.467 	 66.9% 	 13.2 	 10.5 	 2.4 	 272.2 	
 322758		    823 	  449.0	   445.000	  15.5	   20.4	   43.7	    823	  77.7	 322758	  0.915	   40.6	    0.6	  79439 	 5.73e-002 	 8.55e-005 	 2.445 	 66.2% 	 12.8 	 10.4 	 2.4 	 255.6 	
 323137		    824 	  379.0	   210.000	  15.3	   21.4	   43.7	    824	  76.6	 323137	  0.921	   40.2	    0.7	  79534 	 5.73e-002 	 9.59e-005 	 3.008 	 67.1% 	 13.1 	 10.3 	 2.2 	 258.3 	
 323875		    825 	  738.0	   740.000	  15.0	   20.3	   45.9	    825	  75.3	 323875	  0.897	   41.7	    0.7	  79718 	 5.74e-002 	 1.37e-004 	 2.661 	 66.5% 	 12.8 	 10.2 	 2.4 	 263.8 	
 324314		    826 	  439.0	   270.000	  15.0	   23.2	   43.9	    826	  74.4	 324314	  0.925	   40.4	    0.7	  79828 	 5.74e-002 	 1.03e-004 	 2.527 	 66.2% 	 13.1 	 9.9 	 2.2 	 267.2 	
 324616		    827 	  302.0	   165.000	  15.2	   18.7	   46.6	    827	  76.3	 324616	  0.911	   42.4	    0.7	  79903 	 5.74e-002 	 8.18e-005 	 2.474 	 65.4% 	 12.7 	 9.2 	 2.3 	 260.6 	
 324903		    828 	  287.0	   125.000	  15.5	   24.7	   39.9	    828	  77.4	 324903	  0.930	   36.6	    0.7	  79975 	 5.75e-002 	 1.18e-004 	 2.484 	 65.6% 	 13.1 	 8.9 	 2.2 	 256.7 	
 325391		    829 	  488.0	   230.000	  14.2	   21.9	   48.6	    829	  70.8	 325391	  0.889	   44.7	    0.7	  80097 	 5.75e-002 	 7.37e-005 	 2.468 	 67.3% 	 13.1 	 11.1 	 2.3 	 280.9 	
 325718		    830 	  327.0	   185.000	  11.3	   25.3	   64.0	    830	  56.0	 325718	  0.896	   58.0	    0.9	  80179 	 5.75e-002 	 8.50e-005 	 2.408 	 66.6% 	 15.1 	 13.7 	 2.6 	 354.9 	
 326079		    831 	  361.0	   185.000	  10.8	   25.1	   66.3	    831	  54.5	 326079	  0.886	   61.4	    0.8	  80269 	 5.76e-002 	 8.96e-005 	 2.701 	 66.4% 	 14.7 	 15.6 	 2.6 	 363.6 	
 326716		    832 	  637.0	   595.000	  13.4	   21.9	   52.6	    832	  67.1	 326716	  0.901	   47.9	    0.7	  80428 	 5.76e-002 	 8.63e-005 	 2.446 	 66.1% 	 13.6 	 12.0 	 2.5 	 296.8 	
 327093		    833 	  377.0	   265.000	  14.8	   23.3	   44.2	    833	  74.1	 327093	  0.894	   40.3	    0.6	  80523 	 5.76e-002 	 1.11e-004 	 2.735 	 66.8% 	 13.2 	 9.8 	 2.2 	 269.0 	
 327678		    834 	  585.0	   635.000	  11.8	   24.4	   60.4	    834	  58.7	 327678	  0.899	   56.9	    0.7	  80669 	 5.77e-002 	 8.31e-005 	 2.642 	 66.5% 	 13.7 	 11.6 	 2.3 	 338.1 	
 328080		    835 	  402.0	   260.000	  13.6	   20.9	   52.5	    835	  68.0	 328080	  0.918	   47.4	    0.8	  80769 	 5.77e-002 	 8.02e-005 	 2.668 	 67.3% 	 13.7 	 11.6 	 2.2 	 293.9 	
 328326		    836 	  246.0	   120.000	  15.7	   24.3	   39.4	    836	  78.4	 328326	  0.915	   36.1	    0.6	  80831 	 5.77e-002 	 9.08e-005 	 2.453 	 67.6% 	 13.3 	 9.6 	 2.1 	 252.6 	
 328747		    837 	  421.0	   235.000	  13.1	   23.9	   52.3	    837	  65.6	 328747	  0.895	   47.9	    0.7	  80936 	 5.78e-002 	 9.57e-005 	 2.626 	 67.6% 	 13.5 	 11.6 	 2.2 	 304.5 	
 329152		    838 	  405.0	   235.000	  16.1	   19.3	   42.6	    838	  80.6	 329152	  0.889	   39.1	    0.6	  81037 	 5.78e-002 	 7.36e-005 	 2.546 	 65.7% 	 12.6 	 9.0 	 2.0 	 246.5 	
 329833		    839 	  681.0	   390.000	  16.2	   21.8	   40.0	    839	  80.8	 329833	  0.907	   36.1	    0.6	  81208 	 5.79e-002 	 1.37e-004 	 2.568 	 65.9% 	 12.6 	 9.5 	 2.2 	 246.3 	
 330035		    840 	  202.0	    65.000	  15.7	   21.3	   41.4	    840	  79.0	 330035	  0.891	   38.7	    0.6	  81258 	 5.79e-002 	 8.19e-005 	 2.989 	 64.2% 	 12.3 	 9.8 	 2.2 	 249.5 	
 330412		    841 	  377.0	   215.000	  16.2	   21.6	   40.1	    841	  81.0	 330412	  0.891	   36.4	    0.6	  81352 	 5.79e-002 	 8.58e-005 	 2.470 	 65.1% 	 12.7 	 9.6 	 2.2 	 245.6 	
 330867		    842 	  455.0	   225.000	  15.9	   21.0	   41.8	    842	  79.5	 330867	  0.897	   38.2	    0.6	  81466 	 5.79e-002 	 1.27e-004 	 2.462 	 65.9% 	 12.8 	 9.1 	 2.2 	 250.1 	
 331276		    843 	  409.0	   210.000	  15.8	   19.0	   44.2	    843	  79.2	 331276	  0.892	   39.8	    0.6	  81568 	 5.80e-002 	 9.05e-005 	 2.697 	 65.0% 	 12.9 	 9.9 	 2.1 	 252.2 	
 331996		    844 	  720.0	   320.000	  16.1	   20.1	   41.8	    844	  80.7	 331996	  0.886	   37.8	    0.6	  81748 	 5.80e-002 	 6.41e-005 	 2.568 	 67.7% 	 12.7 	 9.0 	 2.1 	 247.1 	
 332436		    845 	  440.0	   255.000	  16.3	   22.8	   38.5	    845	  81.6	 332436	  0.900	   35.7	    0.6	  81858 	 5.81e-002 	 9.40e-005 	 2.360 	 66.0% 	 12.7 	 9.5 	 2.3 	 244.2 	
 332992		    846 	  556.0	   270.000	  16.3	   20.7	   40.5	    846	  81.7	 332992	  0.919	   37.0	    0.6	  81997 	 5.81e-002 	 9.49e-005 	 2.515 	 65.3% 	 12.5 	 9.6 	 2.1 	 244.1 	
 333360		    847 	  368.0	   260.000	  16.6	   22.5	   37.7	    847	  83.0	 333360	  0.902	   34.9	    0.6	  82089 	 5.82e-002 	 8.24e-005 	 2.376 	 66.8% 	 12.5 	 9.0 	 2.1 	 240.0 	
 334001		    848 	  641.0	   320.000	  16.3	   20.0	   41.5	    848	  81.2	 334001	  0.889	   37.9	    0.6	  82250 	 5.82e-002 	 9.55e-005 	 2.696 	 66.2% 	 12.5 	 9.4 	 2.3 	 245.2 	
 334229		    849 	  228.0	    90.000	  16.4	   22.4	   37.8	    849	  82.0	 334229	  0.882	   35.0	    0.6	  82307 	 5.82e-002 	 9.33e-005 	 2.279 	 64.4% 	 12.8 	 9.9 	 2.2 	 241.1 	
 334539		    850 	  310.0	   140.000	  15.7	   22.2	   40.6	    850	  78.8	 334539	  0.887	   36.6	    0.6	  82384 	 5.83e-002 	 8.67e-005 	 2.663 	 67.1% 	 12.5 	 9.6 	 2.1 	 251.5 	
 335041		    851 	  502.0	   350.000	  16.1	   20.3	   41.7	    851	  80.6	 335041	  0.898	   37.3	    0.6	  82510 	 5.83e-002 	 9.37e-005 	 2.582 	 66.6% 	 12.6 	 9.7 	 2.2 	 247.2 	
 335515		    852 	  474.0	   245.000	  16.2	   21.1	   40.3	    852	  81.0	 335515	  0.903	   37.0	    0.6	  82628 	 5.83e-002 	 1.13e-004 	 2.567 	 66.4% 	 12.7 	 9.2 	 2.2 	 245.3 	
 335779		    853 	  264.0	   120.000	  16.2	   20.9	   40.8	    853	  80.9	 335779	  0.886	   37.7	    0.6	  82694 	 5.83e-002 	 8.26e-005 	 2.665 	 66.1% 	 12.7 	 9.1 	 2.3 	 245.2 	
 336264		    854 	  485.0	   300.000	  16.1	   20.1	   41.7	    854	  80.9	 336264	  0.924	   37.9	    0.6	  82815 	 5.84e-002 	 6.94e-005 	 2.402 	 67.1% 	 12.6 	 9.1 	 2.3 	 246.4 	
 336896		    855 	  632.0	   310.000	  16.2	   21.0	   40.6	    855	  81.2	 336896	  0.905	   37.6	    0.6	  82973 	 5.84e-002 	 6.17e-005 	 2.417 	 66.0% 	 12.5 	 9.6 	 2.4 	 245.4 	
 337285		    856 	  389.0	   285.000	  16.1	   21.5	   40.7	    856	  80.2	 337285	  0.892	   36.6	    0.6	  83071 	 5.85e-002 	 9.18e-005 	 2.711 	 66.2% 	 12.4 	 9.6 	 2.1 	 247.6 	
 337538		    857 	  253.0	   135.000	  15.7	   18.0	   45.3	    857	  78.4	 337538	  0.866	   41.8	    0.6	  83134 	 5.85e-002 	 8.70e-005 	 2.414 	 65.8% 	 12.3 	 10.4 	 1.9 	 253.8 	
 337898		    858 	  360.0	   215.000	  15.8	   23.1	   39.9	    858	  78.9	 337898	  0.892	   35.7	    0.6	  83224 	 5.85e-002 	 1.26e-004 	 2.724 	 66.8% 	 12.9 	 10.1 	 2.1 	 250.1 	
 338377		    859 	  479.0	   315.000	  16.3	   20.3	   40.8	    859	  81.8	 338377	  0.873	   37.8	    0.6	  83344 	 5.85e-002 	 1.06e-004 	 2.918 	 67.1% 	 12.6 	 10.5 	 2.0 	 243.3 	
 338777		    860 	  400.0	   195.000	  16.2	   20.0	   41.2	    860	  81.0	 338777	  0.912	   37.4	    0.6	  83444 	 5.86e-002 	 1.20e-004 	 2.383 	 66.3% 	 12.6 	 9.9 	 2.1 	 245.5 	
 339463		    861 	  686.0	   470.000	  16.2	   20.1	   41.3	    861	  81.0	 339463	  0.892	   38.1	    0.6	  83615 	 5.86e-002 	 7.53e-005 	 2.487 	 66.3% 	 12.5 	 9.5 	 2.1 	 245.3 	
 340327		    862 	  864.0	   600.000	  16.4	   20.9	   40.0	    862	  82.0	 340327	  0.899	   37.3	    0.6	  83831 	 5.87e-002 	 8.07e-005 	 2.498 	 65.8% 	 12.5 	 9.7 	 2.1 	 242.6 	
 340568		    863 	  241.0	   125.000	  16.4	   21.3	   39.4	    863	  82.3	 340568	  0.934	   36.4	    0.6	  83891 	 5.87e-002 	 1.15e-004 	 2.675 	 66.4% 	 12.2 	 10.4 	 2.0 	 241.7 	
 340810		    864 	  242.0	   125.000	  16.3	   18.6	   43.3	    864	  80.7	 340810	  0.942	   39.2	    0.6	  83952 	 5.87e-002 	 1.17e-004 	 2.622 	 66.0% 	 12.6 	 10.2 	 2.1 	 244.7 	
 341109		    865 	  299.0	   255.000	  16.2	   18.6	   43.2	    865	  80.8	 341109	  0.926	   40.0	    0.6	  84027 	 5.88e-002 	 8.53e-005 	 2.613 	 66.7% 	 12.5 	 9.4 	 2.2 	 245.5 	
 341598		    866 	  489.0	   315.000	  16.1	   19.7	   42.3	    866	  80.4	 341598	  0.896	   38.4	    0.6	  84149 	 5.88e-002 	 1.19e-004 	 2.765 	 66.6% 	 12.5 	 9.8 	 2.1 	 247.4 	
 341808		    867 	  210.0	    95.000	  16.4	   20.7	   39.9	    867	  82.4	 341808	  0.867	   36.1	    0.6	  84201 	 5.88e-002 	 8.82e-005 	 2.495 	 66.7% 	 12.3 	 9.7 	 2.4 	 243.1 	
 342352		    868 	  544.0	   275.000	  16.4	   20.9	   40.2	    868	  81.9	 342352	  0.912	   37.2	    0.6	  84337 	 5.89e-002 	 4.80e-005 	 2.539 	 66.7% 	 12.6 	 9.8 	 2.0 	 243.6 	
 343131		    869 	  779.0	   600.000	  16.5	   19.2	   41.4	    869	  82.5	 343131	  0.887	   37.5	    0.5	  84532 	 5.89e-002 	 1.35e-004 	 2.567 	 65.2% 	 12.4 	 9.3 	 2.2 	 241.5 	
 343616		    870 	  485.0	   295.000	  16.5	   18.4	   42.3	    870	  82.4	 343616	  0.893	   38.4	    0.5	  84653 	 5.90e-002 	 8.81e-005 	 2.524 	 65.9% 	 12.3 	 9.5 	 2.0 	 242.3 	
 343992		    871 	  376.0	   170.000	  16.1	   20.2	   41.8	    871	  80.6	 343992	  0.894	   38.6	    0.5	  84747 	 5.90e-002 	 1.10e-004 	 2.414 	 66.9% 	 12.6 	 10.2 	 2.3 	 247.4 	
 344419		    872 	  427.0	   255.000	  16.2	   20.7	   40.8	    872	  81.3	 344419	  0.911	   37.5	    0.5	  84854 	 5.90e-002 	 9.08e-005 	 2.285 	 66.2% 	 12.5 	 9.9 	 2.0 	 244.9 	
 344963		    873 	  544.0	   420.000	  15.7	   19.6	   44.0	    873	  78.5	 344963	  0.925	   39.9	    0.5	  84990 	 5.91e-002 	 9.76e-005 	 2.650 	 65.4% 	 12.6 	 10.0 	 2.2 	 252.9 	
 345279		    874 	  316.0	   180.000	  16.1	   22.3	   39.7	    874	  80.6	 345279	  0.902	   35.8	    0.5	  85069 	 5.91e-002 	 7.49e-005 	 2.506 	 63.3% 	 12.6 	 9.0 	 2.2 	 246.4 	
 345507		    875 	  228.0	   110.000	  16.4	   17.1	   43.5	    875	  82.4	 345507	  0.890	   39.0	    0.5	  85126 	 5.91e-002 	 1.10e-004 	 2.525 	 65.4% 	 12.4 	 9.3 	 2.0 	 239.8 	
 346068		    876 	  561.0	   315.000	  16.1	   22.1	   40.0	    876	  80.5	 346068	  0.920	   36.8	    0.5	  85266 	 5.92e-002 	 9.96e-005 	 2.495 	 67.0% 	 12.6 	 9.0 	 2.0 	 247.2 	
 346343		    877 	  275.0	    80.000	  16.3	   18.7	   42.5	    877	  81.6	 346343	  0.858	   39.6	    0.5	  85335 	 5.92e-002 	 1.12e-004 	 2.726 	 66.7% 	 12.4 	 9.4 	 1.9 	 243.6 	
 346663		    878 	  320.0	   185.000	  16.0	   20.2	   42.2	    878	  80.0	 346663	  0.897	   39.0	    0.5	  85415 	 5.92e-002 	 7.83e-005 	 2.337 	 66.0% 	 12.7 	 9.1 	 2.0 	 247.4 	
 347021		    879 	  358.0	   230.000	  16.1	   20.6	   41.7	    879	  80.1	 347021	  0.880	   37.8	    0.5	  85505 	 5.92e-002 	 5.89e-005 	 2.618 	 66.8% 	 12.6 	 9.5 	 2.0 	 246.9 	
 347694		    880 	  673.0	   515.000	  16.2	   20.1	   41.3	    880	  81.2	 347694	  0.892	   38.4	    0.5	  85673 	 5.93e-002 	 9.67e-005 	 2.780 	 65.3% 	 12.6 	 9.4 	 2.1 	 245.2 	
 348295		    881 	  601.0	   365.000	  16.3	   20.1	   41.2	    881	  81.5	 348295	  0.902	   37.7	    0.5	  85823 	 5.93e-002 	 1.30e-004 	 2.711 	 65.8% 	 12.4 	 9.5 	 2.1 	 244.5 	
 348621		    882 	  326.0	   125.000	  16.4	   24.0	   37.3	    882	  81.4	 348621	  0.923	   34.9	    0.5	  85905 	 5.94e-002 	 1.06e-004 	 2.545 	 66.7% 	 12.8 	 8.9 	 2.2 	 243.7 	
 348857		    883 	  236.0	   120.000	  15.4	   23.6	   41.0	    883	  76.9	 348857	  0.907	   37.2	    0.5	  85964 	 5.94e-002 	 7.56e-005 	 2.679 	 67.2% 	 13.0 	 9.6 	 2.0 	 257.3 	
 349424		    884 	  567.0	   350.000	  16.2	   21.4	   40.0	    884	  81.1	 349424	  0.926	   36.6	    0.5	  86105 	 5.94e-002 	 6.88e-005 	 2.628 	 65.7% 	 12.6 	 9.4 	 2.2 	 246.0 	
 350117		    885 	  693.0	   365.000	  16.3	   21.2	   40.5	    885	  81.0	 350117	  0.902	   36.4	    0.5	  86279 	 5.95e-002 	 7.52e-005 	 2.564 	 65.9% 	 12.5 	 9.9 	 2.2 	 245.8 	
 350309		    886 	  192.0	    95.000	  16.1	   21.1	   40.4	    886	  80.3	 350309	  0.927	   37.2	    0.5	  86327 	 5.95e-002 	 8.91e-005 	 2.592 	 64.5% 	 12.6 	 9.3 	 2.2 	 244.3 	
 350723		    887 	  414.0	   300.000	  16.4	   19.1	   41.6	    887	  82.1	 350723	  0.896	   38.0	    0.5	  86430 	 5.95e-002 	 1.32e-004 	 2.809 	 65.1% 	 12.2 	 9.6 	 2.0 	 242.2 	
 351218		    888 	  495.0	   340.000	  16.1	   19.2	   42.8	    888	  80.4	 351218	  0.903	   39.9	    0.5	  86554 	 5.95e-002 	 8.98e-005 	 2.687 	 64.8% 	 12.5 	 10.0 	 2.0 	 246.2 	
 351618		    889 	  400.0	   215.000	  16.4	   17.8	   42.9	    889	  82.1	 351618	  0.907	   38.6	    0.5	  86654 	 5.96e-002 	 9.64e-005 	 2.701 	 65.9% 	 12.2 	 9.5 	 2.0 	 241.4 	
 351816		    890 	  198.0	    35.000	  16.1	   19.8	   41.9	    890	  80.7	 351816	  0.899	   39.6	    0.5	  86703 	 5.96e-002 	 1.14e-004 	 2.720 	 65.5% 	 12.4 	 9.6 	 2.4 	 247.3 	
 352036		    891 	  220.0	   105.000	  16.1	   22.3	   39.6	    891	  80.7	 352036	  0.891	   36.7	    0.5	  86758 	 5.96e-002 	 8.59e-005 	 2.693 	 64.2% 	 12.4 	 9.1 	 2.0 	 246.9 	
 352336		    892 	  300.0	   130.000	  16.7	   19.6	   40.3	    892	  83.4	 352336	  0.900	   36.8	    0.5	  86833 	 5.96e-002 	 1.18e-004 	 2.557 	 64.8% 	 12.3 	 8.9 	 2.0 	 238.9 	
 352903		    893 	  567.0	   590.000	  16.3	   20.6	   40.7	    893	  81.6	 352903	  0.878	   37.8	    0.5	  86975 	 5.97e-002 	 9.22e-005 	 2.382 	 64.5% 	 12.4 	 9.3 	 2.1 	 244.1 	
 353387		    894 	  484.0	   290.000	  15.9	   19.0	   43.6	    894	  79.7	 353387	  0.909	   39.4	    0.5	  87096 	 5.97e-002 	 7.13e-005 	 2.636 	 65.7% 	 12.5 	 9.6 	 2.1 	 249.1 	
 353720		    895 	  333.0	   135.000	  16.3	   20.3	   40.9	    895	  81.7	 353720	  0.922	   37.6	    0.5	  87179 	 5.97e-002 	 9.26e-005 	 2.462 	 65.4% 	 12.4 	 9.7 	 2.2 	 244.3 	
 354135		    896 	  415.0	   260.000	  16.0	   22.8	   39.5	    896	  80.1	 354135	  0.920	   35.6	    0.5	  87283 	 5.98e-002 	 1.33e-004 	 2.677 	 66.0% 	 12.5 	 9.5 	 2.0 	 248.2 	
 354712		    897 	  577.0	   335.000	  16.1	   21.8	   40.1	    897	  80.8	 354712	  0.901	   36.4	    0.5	  87427 	 5.98e-002 	 8.86e-005 	 2.673 	 66.1% 	 12.5 	 9.9 	 2.3 	 246.9 	
 355296		    898 	  584.0	   445.000	  16.3	   21.0	   40.2	    898	  81.7	 355296	  0.904	   36.1	    0.5	  87573 	 5.99e-002 	 8.95e-005 	 2.564 	 66.4% 	 12.6 	 8.8 	 2.2 	 244.1 	
 355890		    899 	  594.0	   390.000	  16.1	   21.2	   40.9	    899	  80.4	 355890	  0.929	   37.7	    0.5	  87722 	 5.99e-002 	 1.26e-004 	 2.614 	 64.0% 	 12.4 	 9.4 	 2.1 	 247.4 	
 356569		    900 	  679.0	   355.000	  16.1	   19.4	   42.6	    900	  80.6	 356569	  0.920	   39.3	    0.5	  87892 	 6.00e-002 	 8.42e-005 	 2.626 	 65.2% 	 12.5 	 9.5 	 2.1 	 247.5 	
 356968		    901 	  399.0	   225.000	  16.3	   20.5	   40.4	    901	  81.4	 356968	  0.882	   36.9	    0.5	  87991 	 6.00e-002 	 1.13e-004 	 2.610 	 64.9% 	 12.4 	 8.9 	 2.1 	 243.8 	
 357292		    902 	  324.0	   175.000	  16.2	   18.0	   43.4	    902	  81.4	 357292	  0.917	   40.6	    0.5	  88072 	 6.00e-002 	 7.80e-005 	 2.757 	 63.5% 	 12.2 	 9.5 	 2.3 	 245.0 	
 357829		    903 	  537.0	   390.000	  16.4	   21.6	   39.3	    903	  82.1	 357829	  0.886	   36.1	    0.5	  88207 	 6.01e-002 	 1.09e-004 	 2.606 	 65.8% 	 12.4 	 9.4 	 2.1 	 243.0 	
 358126		    904 	  297.0	   210.000	  16.3	   21.9	   38.9	    904	  81.5	 358126	  0.896	   35.6	    0.5	  88281 	 6.01e-002 	 1.10e-004 	 2.569 	 64.7% 	 12.5 	 9.5 	 2.1 	 242.8 	
 358299		    905 	  173.0	    20.000	  16.2	   19.5	   42.0	    905	  81.0	 358299	  0.931	   38.3	    0.5	  88324 	 6.01e-002 	 1.06e-004 	 2.768 	 66.8% 	 12.3 	 9.8 	 2.1 	 243.6 	
 358778		    906 	  479.0	   260.000	  16.4	   20.3	   40.8	    906	  81.8	 358778	  0.896	   37.1	    0.5	  88444 	 6.01e-002 	 9.20e-005 	 2.733 	 65.9% 	 12.7 	 9.7 	 2.0 	 243.3 	
 359172		    907 	  394.0	   260.000	  16.1	   20.5	   41.2	    907	  80.9	 359172	  0.891	   37.6	    0.5	  88542 	 6.02e-002 	 7.98e-005 	 2.406 	 66.3% 	 12.3 	 9.6 	 2.0 	 246.0 	
 359603		    908 	  431.0	   235.000	  16.1	   18.1	   44.0	    908	  80.6	 359603	  0.907	   39.2	    0.5	  88650 	 6.02e-002 	 8.23e-005 	 2.462 	 65.8% 	 12.8 	 9.4 	 2.2 	 247.0 	
 359961		    909 	  358.0	   260.000	  16.3	   20.8	   40.6	    909	  81.3	 359961	  0.899	   36.7	    0.5	  88740 	 6.02e-002 	 7.76e-005 	 2.833 	 66.5% 	 12.3 	 10.0 	 2.1 	 244.0 	
